Chapter	ID	Title	AuthorList	Description
30	[H74]	Monitors: An Operating System Structuring Concept	C.A.R. Hoare. Communications of the ACM, 17:10, pages 549–557, October 1974.	Hoare did a fair amount of theoretical work in concurrency. However, he is still probably most known for his work on Quicksort, the coolest sorting algorithm in the world, at least according to these authors.
30	[D01]	My recollections of operating system design	E.W. Dijkstra. April, 2001. Available: http://www.cs.utexas.edu/users/EWD/ewd13xx/EWD1303.PDF.	A fascinating read for those of you interested in how the pioneers of our ﬁeld came up with some very basic and fundamental concepts, including ideas like "interrupts" and even a stack”!
30	[L11]	Pthread cond signal Man Page	Mysterious author. March, 2011. Available online: http://linux.die.net/man/3/pthread cond signal.	The Linux man page shows a nice simple example of why a thread might get a spurious wakeup, due to race conditions within the signal/wakeup code.
31	[D59]	A Note on Two Problems in Connexion with Graphs	E. W. Dijkstra. Numerische Mathematik 1, 269–271, 1959. Available: http://www-m3.ma.tum.de/twiki/pub/MN0506/ WebHome/dijkstra.pdf.	Can you believe people worked on algorithms in 1959? We can’t. Even before computers were any fun to use, these people had a sense that they would transform the world...
31	[H87]	Aspects of Cache Memory and Instruction Buffer Performance	Mark D. Hill. Ph.D. Dissertation, U.C. Berkeley, 1987.	Hill’s dissertation work, for those obsessed with caching in early systems. A great example of a quantitative dissertation.
31	[CHP71]	Concurrent Control with Readers and Writers	P.J. Courtois, F. Heymans, D.L. Parnas. Communications of the ACM, 14:10, October 1971.	The introduction of the reader-writer problem, and a simple solution. Later work introduced more complex solutions, skipped here because, well, they are pretty complex.
31	[D68a]	Go-to Statement Considered Harmful	E.W. Dijkstra. CACM, volume 11(3), March 1968. http://www.cs.utexas.edu/users/EWD/ewd02xx/EWD215.PDF.	Sometimes thought of as the beginning of the ﬁeld of software engineering.
31	[D71]	Hierarchical ordering of sequential processes	E.W. Dijkstra. Available online here: http://www.cs.utexas.edu/users/EWD/ewd03xx/EWD310.PDF.	Presents numerous concurrency problems, including Dining Philosophers. The wikipedia page about this problem is also useful.
31	[L83]	Hints for Computer Systems Design	Butler Lampson. ACM Operating Systems Review, 15:5, October 1983.	Lampson, a famous systems researcher, loved using hints in the design of computer systems. A hint is something that is often correct but can be wrong; in this use, a signal() is telling a waiting thread that it changed the condition that the waiter was waiting on, but not to trust that the condition will be in the desired state when the waiting thread wakes up. In this paper about hints for designing systems, one of Lampson’s general hints is that you should use hints. It is not as confusing as it sounds.
31	[B04]	Implementing Condition Variables with Semaphores	Andrew Birrell. December 2004.	An interesting read on how difﬁcult implementing CVs on top of semaphores really is, and the mistakes the author and co-workers made along the way. Particularly relevant because the group had done a ton of concurrent programming; Birrell, for example, is known for (among other things) writing various thread-programming guides.
31	[D72]	Information Streams Sharing a Finite Buffer	E.W. Dijkstra. Information Processing Letters 1, 1972. http://www.cs.utexas.edu/users/EWD/ewd03xx/EWD329.PDF.	Did Dijkstra invent everything? No, but maybe close. He certainly was the ﬁrst to clearly write down what the problems were in concurrent code. However, practitioners in OS design knew of many of the problems described by Dijkstra, so perhaps giving him too much credit would be a misrepresentation.
31	[T99]	Re: NT kernel guy playing with Linux	Linus Torvalds. June 27, 1999. Available: https://yarchive.net/comp/linux/semaphores.html.	A response from Linus himself about the utility of semaphores, including the throttling case we mention in the text. As always, Linus is slightly insulting but quite informative.
31	[CB08]	Real-world Concurrency	Bryan Cantrill, Jeff Bonwick. ACM Queue. Volume 6, No. 5. September 2008.	A nice article by some kernel hackers from a company formerly known as Sun on the real problems faced in concurrent code.
31	[D08]	The Little Book of Semaphores	A.B. Downey. Available at the following site: http://greenteapress.com/semaphores/. 	A nice (and free!) book about semaphores. Lots of fun problems to solve, if you like that sort of thing.
31	[D68b]	The Structure of the THE Multiprogramming System	E.W. Dijkstra. CACM, volume 11(5), 1968.	One of the earliest papers to point out that systems work in computer science is an engaging intellectual endeavor. Also argues strongly for modularity in the form of layered systems.
31	[GR92]	Transaction Processing: Concepts and Techniques	Jim Gray, Andreas Reuter. Morgan Kaufmann, September 1992.	The exact quote that we ﬁnd particularly humorous is found on page 485, at the top of Section 8.8: The ﬁrst multiprocessors, circa 1960, had test and set instructions ... presumably the OS implementors worked out the appropriate algorithms, although Dijkstra is generally credited with inventing semaphores many years later.” Oh, snap!
32	[H93]	A Methodology for Implementing Highly Concurrent Data Objects	Maurice Herlihy. ACM TOPLAS, 15:5, November 1993.	A nice overview of lock-free and wait-free structures. Both approaches eschew locks, but wait-free approaches are harder to realize, as they try to ensure than any operation on a concurrent structure will terminate in a ﬁnite number of steps (e.g., no unbounded looping).
32	[H01]	A Pragmatic Implementation of Non-blocking Linked-lists	Tim Harris. International Conference on Distributed Computing (DISC), 2001.	A relatively modern example of the difﬁculties of building something as simple as a concurrent linked list without locks.
32	[B+87]	Concurrency Control and Recovery in Database Systems	Philip A. Bernstein, Vassos Hadzilacos, Nathan Goodman. Addison-Wesley, 1987.	The classic text on concurrency in database management systems. As you can tell, understanding concurrency, deadlock, and other topics in the world of databases is a world unto itself. Study it and ﬁnd out for yourself.
32	[K87]	Deadlock Detection in Distributed Databases	Edgar Knapp. ACM Computing Surveys, 19:4, December 1987.	An excellent overview of deadlock detection in distributed database systems. Also points to a number of other related works, and thus is a good place to start your reading.
32	[J+08]	Deadlock Immunity: Enabling Systems To Defend Against Deadlocks	Horatiu Jula, Daniel Tralamazza, Cristian Zamﬁr, George Candea. OSDI ’08, San Diego, CA, December 2008.	An excellent recent paper on deadlocks and how to avoid getting caught in the same ones over and over again in a particular system.
32	[D64]	Een algorithme ter voorkoming van de dodelijke omarming	Edsger Dijkstra. 1964. Available: http://www.cs.utexas.edu/users/EWD/ewd01xx/EWD108.PDF.	Indeed, not only did Dijkstra come up with a number of solutions to the deadlock problem, he was the ﬁrst to note its existence, at least in written form. However, he called it the "deadly embrace”, which (thankfully) did not catch on.
32	[L+08]	Learning from Mistakes — A Comprehensive Study on Real World Concurrency Bug Characteristics	Shan Lu, Soyeon Park, Eunsoo Seo, Yuanyuan Zhou. ASPLOS ’08, March 2008, Seattle, Washington.	The ﬁrst in-depth study of concurrency bugs in real software, and the basis for this chapter. Look at Y.Y. Zhou’s or Shan Lu’s web pages for many more interesting papers on bugs.
32	[T+94]	Linux File Memory Map Code	Linus Torvalds and many others. Available online at: http://lxr.free-electrons.com/source/mm/filemap.c. 	Thanks to Michael Walﬁsh (NYU) for pointing out this precious example. The real world, as you can see in this ﬁle, can be a bit more complex than the simple clarity found in textbooks...
32	[GD02]	MapReduce: Simpliﬁed Data Processing on Large Clusters	Sanjay Ghemawhat, Jeff Dean. OSDI ’04, San Francisco, CA, October 2004.	The MapReduce paper ushered in the era of large-scale data processing, and proposes a framework for performing such computations on clusters of generally unreliable machines.
32	[K81]	Soul of a New Machine	Tracy Kidder. Backbay Books, 2000 (reprint of 1980 ver-sion).	A must-read for any systems builder or engineer, detailing the early days of how a team inside Data General (DG), led by Tom West, worked to produce a "new machine.” Kidder’s other books are also excellent, including "Mountains beyond Mountains.” Or maybe you don’t agree with us, comma?
32	[C+71]	System Deadlocks	E.G. Coffman, M.J. Elphick, A. Shoshani. ACM Computing Surveys, 3:2, June 1971.	The classic paper outlining the conditions for deadlock and how you might go about dealing with it. There are certainly some earlier papers on this topic; see the references within this paper for details.
32	[H91]	Wait-free Synchronization	Maurice Herlihy . ACM TOPLAS, 13:1, January 1991.	Herlihy’s work pioneers the ideas behind wait-free approaches to writing concurrent programs. These approaches tend to be complex and hard, often more difﬁcult than using locks correctly, probably limiting their success in the real world.
33	[SR05]	Advanced Programming in the UNIX Environment	W. Richard Stevens and Stephen A. Rago. Addison-Wesley, 2005.	Once again, we refer to the classic must-have-on-your-bookshelf book of U NIX systems programming. If there is some detail you need to know, it is in here.
33	[vB+03]	Capriccio: Scalable Threads for Internet Services	Rob von Behren, Jeremy Condit, Feng Zhou, George C. Necula, Eric Brewer. SOSP ’03, Lake George, New York, October 2003.	A paper about how to make threads work at extreme scale; a counter to all the event-based work ongoing at the time.
33	[A+02]	Cooperative Task Management Without Manual Stack Management	Atul Adya, Jon Howell, Marvin Theimer, William J. Bolosky, John R. Douceur. USENIX ATC ’02, Monterey, CA, June 2002.	This gem of a paper is the ﬁrst to clearly articulate some of the difﬁculties of event-based concurrency, and suggests some simple solutions, as well explores the even crazier idea of combining the two types of concurrency management into a single application!
33	[PDZ99]	Flash: An Efﬁcient and Portable Web Server	Vivek S. Pai, Peter Druschel, Willy Zwaenepoel. USENIX ’99, Monterey, CA, June 1999.	A pioneering paper on how to structure web servers in the then-burgeoning Internet era. Read it to understand the basics as well as to see the authors’ ideas on how to build hybrids when support for asynchronous I/O is lacking.
33	[N13]	Node.js Documentation	the folks who built node.js. Available: nodejs.org/api. 	One of the many cool new frameworks that help you readily build web services and applications. Every modern systems hacker should be proﬁcient in frameworks such as this one (and likely, more than one). Spend the time and do some development in one of these worlds and become an expert.
33	[FHK84]	Programming With Continuations	Daniel P. Friedman, Christopher T. Haynes, Eugene E. Kohlbecker. In Program Transformation and Programming Environments, Springer Verlag, 1984.	The classic reference to this old idea from the world of programming languages. Now increasingly popular in some modern languages.
33	[WCB01]	SEDA: An Architecture for Well-Conditioned, Scalable Internet Services	Matt Welsh, David Culler, and Eric Brewer. SOSP ’01, Banff, Canada, October 2001.	A nice twist on event-based serving that combines threads, queues, and event-based handling into one streamlined whole. Some of these ideas have found their way into the infrastructures of companies such as Google, Amazon, and elsewhere.
33	[O96]	Why Threads Are A Bad Idea (for most purposes)	John Ousterhout. Invited Talk at USENIX ’96, San Diego, CA, January 1996.	A great talk about how threads aren’t a great match for GUI-based applications (but the ideas are more general). Ousterhout formed many of these opinions while he was developing Tcl/Tk, a cool scripting language and toolkit that made it 100x easier to develop GUI-based applications than the state of the art at the time. While the Tk GUI toolkit lives on (in Python for example), Tcl seems to be slowly dying (unfortunately).
36	[C01]	An Empirical Study of Operating System Errors	Andy Chou, Junfeng Yang, Benjamin Chelf, Seth Hallem, Dawson Engler. SOSP ’01.	One of the ﬁrst papers to systematically explore how many bugs are in modern operating systems. Among other neat ﬁndings, the authors show that device drivers have something like seven times more bugs than mainline kernel code.
36	[L94]	AT Attachment Interface for Disk Drives	Lawrence J. Lamers. Reference number: ANSI X3.221, 1994. Available: ftp://ftp.t10.org/t13/project/d0791r4c-ATA-1.pdf.	A rather dry document about device interfaces. Read it at your own peril.
36	[G08]	EIO: Error-handling is Occasionally Correct	Haryadi Gunawi, Cindy Rubio-Gonzalez, Andrea Arpaci-Dusseau, Remzi Arpaci-Dusseau, Ben Liblit. FAST ’08, San Jose, CA, February 2008.	Our own work on building a tool to ﬁnd code in Linux ﬁle systems that does not handle error return properly. We found hundreds and hundreds of bugs, many of which have now been ﬁxed.
36	[MR96]	Eliminating Receive Livelock in an Interrupt-driven Kernel	Jeffrey Mogul, K. K. Ramakrishnan. USENIX ’96, San Diego, CA, January 1996.	Mogul and colleagues did a great deal of pioneering work on web server network performance. This paper is but one example.
36	[H18]	Hacker News	Many contributors. Available: https://news.ycombinator.com. One of the better aggregrators for tech-related stuff. 	Once back in 2014, this book became a highly-ranked entry, leading to 1 million chapter downloads in just one day! Sadly, we have yet to re-experience such a high.
36	[W10]	Hard Disk Driver	Washington State Course Homepage. Available online at this site: http://eecs.wsu.edu/~cs460/cs560/HDdriver.html.	A nice summary of a simple IDE disk drive’s interface and how to build a device driver for it.
36	[S03]	Improving the Reliability of Commodity Operating Systems	Michael M. Swift, Brian N. Bershad, Henry M. Levy. SOSP ’03.	Swift’s work revived interest in a more microkernel-like approach to operating systems; minimally, it ﬁnally gave some good reasons why address-space based protection could be useful in a modern OS.
36	[H17]	Intel Core i7-7700K review: Kaby Lake Debuts for Desktop	Joel Hruska. January 3, 2017. www.extremetech.com/extreme/241950-intels-core-i7-7700k-reviewed-kaby -lake-debuts-desktop.	An in-depth review of a recent Intel chipset, including CPUs and the I/O subsystem.
36	[S08]	Interrupts	Mark Smotherman. July ’08. Available: http://people.cs.clemson.edu/ ~mark/interrupts.html.	A treasure trove of information on the history of interrupts, DMA, and related early ideas in computing.
36	[AD14]	Operating Systems: Three Easy Pieces (Chapters: Crash Consistency: FSCK and Journaling and Log-Structured File Systems) 	Remzi Arpaci-Dusseau and Andrea ArpaciDusseau. Arpaci-Dusseau Books, 2014.	A description of a ﬁle-system checker and how it works, which requires low-level access to disk devices not normally provided by the ﬁle system directly.
36	[CK+08]	The xv6 Operating System	Russ Cox, Frans Kaashoek, Robert Morris, Nickolai Zeldovich. From: http://pdos.csail.mit.edu/6.828/2008/index.html.	See ide.c for the IDE device driver, with a few more details therein.
36	[A+11]	vIC: Interrupt Coalescing for Virtual Machine Storage Device IO	Irfan Ahmad, Ajay Gulati, Ali Mashtizadeh. USENIX ’11.	A terriﬁc survey of interrupt coalescing in traditional and virtualized environments.
36	[D07]	What Every Programmer Should Know About Memory	Ulrich Drepper. November, 2007. Available: http://www.akkadia.org/drepper/cpumemory.pdf.	A fantastic read about modern memory systems, starting at DRAM and going all the way up to virtualization and cache-optimized algorithms.
37	[RW92]	An Introduction to Disk Drive Modeling	C. Ruemmler, J. Wilkes. IEEE Computer, 27:3, March 1994.	A terriﬁc introduction to the basics of disk operation. Some pieces are out of date, but most of the basics remain.
37	[CKR72]	Analysis of Scanning Policies for Reducing Disk Seek Times	E.G. Coffman, L.A. Klimko, B. Ryan SIAM Journal of Computing, September 1972, Vol 1. No 3.	Some of the early work in the ﬁeld of disk scheduling.
37	[ID01]	Anticipatory Scheduling: A Disk-scheduling Framework To Overcome Deceptive Idleness In Synchronous I/O	Sitaram Iyer, Peter Druschel. SOSP ’01, October 2001.	A cool paper showing how waiting can improve disk scheduling: better requests may be on their way!
37	[S09a]	Barracuda ES.2 data sheet	Seagate, Inc.. Available at this website, at least, it was: http://www.seagate.com/docs/pdf/datasheet/disc/ds_barracuda_es.pdf. 	A data sheet; read at your own risk. Risk of what? Boredom.
37	[S09b]	Cheetah 15K.5	Seagate, Inc.. Available at this website, we’re pretty sure it is: http://www.seagate.com/docs/pdf/datasheet/disc/ds-cheetah-15k-5-us.pdf.	See above commentary on data sheets.
37	[JW91]	Disk Scheduling Algorithms Based On Rotational Position	D. Jacobson, J. Wilkes. Technical Report HPL-CSP-91-7rev1, Hewlett-Packard, February 1991.	A more modern take on disk scheduling. It remains a technical report (and not a published paper) because the authors were scooped by Seltzer et al. [S90].
37	[SCO90]	Disk Scheduling Revisited	Margo Seltzer, Peter Chen, John Ousterhout. USENIX 1990.	A paper that talks about how rotation matters too in the world of disk scheduling.
37	[SG04]	MEMS-based storage devices and standard disk interfaces: A square peg in a round hole?	Steven W. Schlosser, Gregory R. Ganger FAST ’04, pp. 87-100, 2004	While the MEMS aspect of this paper hasn’t yet made an impact, the discussion of the contract between ﬁle systems and disks is wonderful and a lasting contribution. We later build on this work to study the Unwritten Contract of Solid State Drives” [HK+17]
37	[ADR03]	More Than an Interface: SCSI vs. ATA	Dave Anderson, Jim Dykes, Erik Riedel. FAST ’03, 2003.	One of the best recent-ish references on how modern disk drives really work; a must read for anyone interested in knowing more.
37	[HK+17]	The Unwritten Contract of Solid State Drives	Jun He, Sudarsun Kannan, Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau. EuroSys ’17, Belgrade, Serbia, April 2017.	We take the idea of the unwritten contract, and extend it to SSDs. Using SSDs well seems as complicated than hard drives, and sometimes more so.
38	[B+08]	An Analysis of Data Corruption in the Storage Stack	Lakshmi N. Bairavasundaram, Garth R. Goodson, Bianca Schroeder, Andrea C. Arpaci-Dusseau, Remzi H. ArpaciDusseau. FAST ’08, San Jose, CA, February 2008.	Our own work analyzing how often disks actually corrupt your data. Not often, but sometimes! And thus something a reliable storage system must consider.
38	[S84]	Byzantine Generals in Action: Implementing Fail-Stop Processors	F.B. Schneider. ACM Transactions on Computer Systems, 2(2):145154, May 1984.	Finally, a paper that is not about RAID! This paper is actually about how systems fail, and how to make something behave in a fail-stop manner.
38	[BJ88]	Disk Shadowing	D. Bitton and J. Gray. VLDB 1988.	One of the ﬁrst papers to discuss mirroring, therein called "shadowing”.
38	[SG86]	Disk Striping	K. Salem, H. Garcia-Molina. IEEE International Conference on Data Engineering, 1986.	And yes, another early RAID work. There are a lot of these, which kind of came out of the woodwork when the RAID paper was published in SIGMOD.
38	[HLM94]	File System Design for an NFS File Server Appliance	Dave Hitz, James Lau, Michael Malcolm. USENIX Winter 1994, San Francisco, California, 1994.	The sparse paper introducing a landmark product in storage, the write-anywhere ﬁle layout or WAFL ﬁle system that underlies the NetApp ﬁle server.
38	[DAA05]	Journal-guided Resynchronization for Software RAID	Timothy E. Denehy, A. Arpaci-Dusseau, R. Arpaci-Dusseau. FAST 2005.	Our own work on the consistent-update problem. Here we solve it for Software RAID by integrating the journaling machinery of the ﬁle system above with the software RAID beneath it.
38	[PB86]	Providing Fault Tolerance in Parallel Secondary Storage Systems	A. Park, K. Balasubramaniam. Department of Computer Science, Princeton, CS-TR-O57-86, November 1986.	Another early work on RAID.
38	[P+88]	Redundant Arrays of Inexpensive Disks	D. Patterson, G. Gibson, R. Katz. SIGMOD 1988. This is considered the RAID paper, written by famous authors Patterson, Gibson, and Katz.	The paper has since won many test-of-time awards and ushered in the RAID era, including the name RAID itself!
38	[C+04]	Row-Diagonal Parity for Double Disk Failure Correction	P. Corbett, B. English, A. Goel, T. Grcanac, S. Kleiman, J. Leong, S. Sankar. FAST ’04, February 2004.	Though not the ﬁrst paper on a RAID system with two disks for parity, it is a recent and highly-understandable version of said idea. Read it to learn more.
38	[K88]	Small Disk Arrays – The Emerging Approach to High Performance	F. Kurzweil. Presentation at Spring COMPCON ’88, March 1, 1988, San Francisco, California.	Another early RAID reference.
38	[CL95]	Striping in a RAID level 5 disk array	Peter M. Chen and Edward K. Lee. SIGMETRICS 1995.	A nice analysis of some of the important parameters in a RAID-5 disk array.
38	[K86]	Synchronized Disk Interleaving	M.Y. Kim. IEEE Transactions on Computers, Volume C-35: 11, November 1986.	Some of the earliest work on RAID is found here.
39	[MJLF84]	A Fast File System for UNIX	Marshall K. McKusick, William N. Joy, Sam J. Lefﬂer, Robert S. Fabry. ACM TOCS, 2:3, August 1984.	We’ll talk about the Fast File System (FFS) explicitly later on. Here, we refer to it because of all the other random fun things it introduced, like long ﬁle names and symbolic links. Sometimes, when you are building a system to improve one thing, you improve a lot of other things along the way.
39	[SR05]	Advanced Programming in the UNIX Environment	W. Richard Stevens and Stephen A. Rago. Addison-Wesley, 2005.	We have probably referenced this book a few hundred thousand times. It is that useful to you, if you care to become an awesome systems programmer.
39	[P+14]	All File Systems Are Not Created Equal: On the Complexity of Crafting Crash-Consistent Applications	Thanumalayan S. Pillai, Vijay Chidambaram, Ramnatthan Alagappan, Samer Al-Kiswany, Andrea C. Arpaci-Dusseau, and Remzi H. Arpaci-Dusseau. OSDI ’14, Broomﬁeld, Colorado, October 2014.	The full conference paper on this topic – with many more details and interesting tidbits than the ﬁrst workshop paper above.
39	[L84]	Capability-Based Computer Systems	Henry M. Levy. Digital Press, 1984. Available: http://homes.cs.washington.edu/~levy/capabook.	An excellent overview of early capability-based systems.
39	[BD96]	Checking for Race Conditions in File Accesses	Matt Bishop, Michael Dilger. Computing Systems 9:2, 1996.	A great description of the TOCTTOU problem and its presence in ﬁle systems.
39	[T+08]	Portably Solving File TOCTTOU Races with Hardness Ampliﬁcation	D. Tsafrir, T. Hertz, D. Wagner, D. Da Silva. FAST ’08, San Jose, California, 2008.	Not the paper that introduced TOCTTOU, but a recent-ish and well-done description of the problem and a way to solve the problem in a portable manner.
39	[SK09]	Principles of Computer System Design	Jerome H. Saltzer and M. Frans Kaashoek. Morgan-Kaufmann, 2009.	This tour de force of systems is a must-read for anybody interested in the ﬁeld. It’s how they teach systems at MIT. Read it once, and then read it a few more times to let it all soak in.
39	[K84]	Processes as Files	Tom J. Killian. USENIX, June 1984.	The paper that introduced the /proc ﬁle system, where each process can be treated as a ﬁle within a pseudo ﬁle system. A clever idea that you can still see in modern U NIX systems.
39	[CK+08]	The xv6 Operating System	Russ Cox, Frans Kaashoek, Robert Morris, Nickolai Zeldovich. From: https://github.com/mit-pdos/xv6-public.	As mentioned before, a cool and simple Unix implementation. We have been using an older version (2012-01-30-1-g1c41342) and hence some examples in the book may not match the latest in the source.
39	[P+13]	Towards Efﬁcient, Portable Application-Level Consistency	Thanumalayan S. Pillai, Vijay Chidambaram, Joo-Young Hwang, Andrea C. Arpaci-Dusseau, and Remzi H. ArpaciDusseau. HotDep ’13, November 2013.	Our own work that shows how readily applications can make mistakes in committing data to disk; in particular, assumptions about the ﬁle system creep into applications and thus make the applications work correctly only if they are running on a speciﬁc ﬁle system.
39	[H+18]	TxFS: Leveraging File-System Crash Consistency to Provide ACID Transactions	Y. Hu, Z. Zhu, I. Neal, Y. Kwon, T. Cheng, V. Chidambaram, E. Witchel. USENIX ATC ’18, June 2018.	The best paper at USENIX ATC ’18, and a good recent place to start to learn about transactional ﬁle systems.
40	[A+07]	A Five-Year Study of File-System Metadata	Nitin Agrawal, William J. Bolosky, John R. Douceur, Jacob R. Lorch. FAST ’07, San Jose, California, February 2007.	An excellent recent analysis of how ﬁle systems are actually used. Use the bibliography within to follow the trail of ﬁle-system analysis papers back to the early 1980s.
40	[C94]	Inside the Windows NT File System	Helen Custer. Microsoft Press, 1994.	A short book about NTFS; there are probably ones with more technical details elsewhere.
40	[S+96]	Scalability in the XFS File System	Adan Sweeney, Doug Doucette, Wei Hu, Curtis Anderson, Mike Nishimoto, Geoff Peck. USENIX ’96, January 1996, San Diego, California.	The ﬁrst attempt to make scalability of operations, including things like having millions of ﬁles in a directory, a central focus. A great example of pushing an idea to the extreme. The key idea behind this ﬁle system: everything is a tree. We should have a chapter on this ﬁle system too.
40	[H+88]	Scale and Performance in a Distributed File System	John H. Howard, Michael L. Kazar, Sherri G. Menees, David A. Nichols, M. Satyanarayanan, Robert N. Sidebotham, Michael J. West.. ACM TOCS, Volume 6:1, February 1988.	A classic distributed ﬁle system; we’ll be learning more about it later, don’t worry.
40	[B02]	The FAT File System	Andries Brouwer. September, 2002. Available online at: http://www.win.tue.nl/~aeb/linux/fs/fat/fat.html.	A nice clean description of FAT. The ﬁle system kind, not the bacon kind. Though you have to admit, bacon fat probably tastes better.
40	[P09]	The Second Extended File System: Internal Layout	Dave Poirier. 2009. Available: http://www.nongnu.org/ext2-doc/ext2.html.	Some details on ext2, a very simple Linux ﬁle system based on FFS, the Berkeley Fast File System. We’ll be reading about it in the next chapter.
40	[RT74]	The U NIX Time-Sharing System	M. Ritchie, K. Thompson. CACM Volume 17:7, 1974.	The original paper about UNIX. Read it to see the underpinnings of much of modern operating systems.
40	[S00]	UBC: An Efﬁcient Uniﬁed I/O and Memory Caching Subsystem for NetBSD	Chuck Silvers. FREENIX, 2000.	A nice paper about NetBSD’s integration of ﬁle-system buffer caching and the virtual-memory page cache. Many other systems do the same type of thing.
40	[B07]	ZFS: The Last Word in File Systems	Jeff Bonwick and Bill Moore. Available from: http://www.ostep.org/Citations/zfs_last.pdf. 	One of the most recent important ﬁle systems, full of features and awesomeness. We should have a chapter on it, and perhaps soon will.
41	[MJLF84]	A Fast File System for UNIX	Marshall K. McKusick, William N. Joy, Sam J. Lefﬂer, Robert S. Fabry. ACM TOCS, 2:3, August 1984. McKusick was recently honored with the IEEE Reynold B.	Johnson award for his contributions to ﬁle systems, much of which was based on his work building FFS. In his acceptance speech, he discussed the original FFS software: only 1200 lines of code! Modern versions are a little more complex, e.g., the BSD FFS descendant now is in the 50-thousand lines-of-code range.
41	[P98]	Hardware Technology Trends and Database Opportunities	David A. Patterson. Keynote Lecture at SIGMOD ’98, June 1998.	A great and simple overview of disk technology trends and how they change over time.
41	[AD14a]	Operating Systems: Three Easy Pieces” (Chapter: Hard Disk Drives)	Remzi Arpaci-Dusseau and Andrea Arpaci-Dusseau . Arpaci-Dusseau Books, 2014.	There is no way you should be reading about FFS without having ﬁrst understood hard drives in some detail. If you try to do so, please instead go directly to jail; do not pass go, and, critically, do not collect 200 much-needed simoleons.
41	[AD14b]	Operating Systems: Three Easy Pieces” (Chapter: File System Implementation)	Remzi Arpaci-Dusseau and Andrea Arpaci-Dusseau. Arpaci-Dusseau Books, 2014. 	As above, it makes little sense to read this chapter unless you have read (and understood) the chapter on ﬁle system implementation. Otherwise, we’ll be throwing around terms like "inode" and "indirect block” and you’ll be like "huh?” and that is no fun for either of us.
41	[K94]	The Design of the SEER Predictive Caching System	G. H. Kuenning. MOBICOMM ’94, Santa Cruz, California, December 1994.	According to Kuenning, this is the best overview of the SEER project, which led to (among other things) the collection of these traces.
42	[MJLF84]	A Fast File System for UNIX	Marshall K. McKusick, William N. Joy, Sam J. Lefﬂer, Robert S. Fabry. ACM Transactions on Computing Systems, Volume 2:3, August 1984.	You already know enough about FFS, right? But come on, it is OK to re-reference important papers.
42	[P+14]	All File Systems Are Not Created Equal: On the Complexity of Crafting Crash-Consistent Applications	Thanumalayan Sankaranarayana Pillai, Vijay Chidambaram, Ramnatthan Alagappan, Samer Al-Kiswany, Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau. OSDI ’14, Broomﬁeld, Colorado, October 2014.	A paper in which we study what ﬁle systems guarantee after crashes, and show that applications expect something different, leading to all sorts of interesting problems.
42	[PAA05]	Analysis and Evolution of Journaling File Systems	Vijayan Prabhakaran, Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau. USENIX ’05, Anaheim, California, April 2005.	An early paper we wrote analyzing how journaling ﬁle systems work.
42	[R+11]	Coerced Cache Eviction and Discreet-Mode Journaling	Abhishek Rajimwale, Vijay Chidambaram, Deepak Ramamurthi, Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau. DSN ’11, Hong Kong, China, June 2011.	 Our own paper on the problem of disks that buffer writes in a memory cache instead of forcing them to disk, even when explicitly told not to do that! Our solution to overcome this problem: if you want A to be written to disk before B, ﬁrst write A, then send a lot of "dummy” writes to disk, hopefully causing A to be forced to disk to make room for them in the cache. A neat if impractical solution.
42	[C+12]	Consistency Without Ordering	Vijay Chidambaram, Tushar Sharma, Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau. FAST ’12, San Jose, California.	A recent paper of ours about a new form of crash consistency based on back pointers. Read it for the exciting details!
42	[T00]	EXT3, Journaling Filesystem	Stephen Tweedie. 	Talk at the Ottawa Linux Symposium, July 2000. olstrans.sourceforge.net/release/OLS2000-ext3/OLS2000-ext3.html A transcript of a talk given by Tweedie on ext3.
42	[M+13]	ffsck: The Fast File System Checker	Ao Ma, Chris Dragga, Andrea C. ArpaciDusseau, Remzi H. Arpaci-Dusseau. FAST ’13, San Jose, California, February 2013.	A recent paper of ours detailing how to make fsck an order of magnitude faster. Some of the ideas have already been incorporated into the BSD ﬁle system checker [MK96] and are deployed today.
42	[MK96]	Fsck – The U NIX File System Check Program	Marshall Kirk McKusick and T. J. Kowalski. Revised in 1996.	Describes the ﬁrst comprehensive ﬁle-system checking tool, the eponymous fsck. Written by some of the same people who brought you FFS.
42	[P+05]	IRON File Systems	Vijayan Prabhakaran, Lakshmi N. Bairavasundaram, Nitin Agrawal, Haryadi S. Gunawi, Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau. SOSP ’05, Brighton, England, October 2005.	A paper mostly focused on studying how ﬁle systems react to disk failures. Towards the end, we introduce a transaction checksum to speed up logging, which was eventually adopted into Linux ext4.
